teilnehmer_id;anrede;vorname;nachname;email;telefon;firma;position;branche;plz;ort;land;ticket_typ;teilnahmetage;anzahl_teilnahmetage;newsletter_opt_in;anmeldedatum_event;erstellt_am
TN-00807;Herr;Holger;Becker;holger.becker@frankgartenbaugmbh.de;+49 9889 675956;Frank Garten Bau GmbH;Projektleiter/-in;Garten- und Landschaftsbau;90402;Nürnberg;DE;Tagesticket;14.01.2026;1;true;2025-11-03;2025-11-03T08:34:04
TN-00808;Frau;Carina;Fischer;carina.fischer@architekturbuerofi.de;+49 8145 285320;Architekturbüro Fischer;Projektleiter/-in;Bauhandwerk;90402;Nürnberg;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-10-13;2025-10-13T21:55:01
TN-00809;Herr;Rainer;Berger;rainer.berger@riedmillerputzag.de;+49 9382 760393;Riedmiller Putz AG;Einkäufer/-in;Architektur;89077;Ulm;DE;2-Tages-Ticket;"14.01.2026;15.01.2026";2;false;2025-11-03;2025-11-03T07:10:30
TN-00810;Frau;Daniela;Hoffmann;daniela.hoffmann@architekturbueroho.de;+49 7721 298033;Architekturbüro Hoffmann;Polier/-in;Fliesenleger;88212;Ravensburg;DE;2-Tages-Ticket;"15.01.2026;16.01.2026";2;false;2025-10-06;2025-10-06T13:54:51
TN-00811;Herr;Patrick;Schmidt;patrick.schmidt@riedmillerfliesena.de;+49 7587 175548;Riedmiller Fliesen AG;Einkäufer/-in;Bauträger;93047;Regensburg;DE;Tagesticket;16.01.2026;1;false;2025-12-28;2025-12-28T08:39:22
TN-00812;Frau;Birgit;Jung;birgit.jung@kellerbaugmbh.de;+49 7055 900530;Keller Bau GmbH;Niederlassungsleiter/-in;Bauhandwerk;78462;Konstanz;DE;Tagesticket;14.01.2026;1;true;2025-11-14;2025-11-14T21:31:32
TN-00813;Herr;Alexander;Hoffmann;alexander.hoffmann@ingenieurbuerohoff.de;+49 7435 668716;Ingenieurbüro Hoffmann;Mitarbeiter/-in Verkauf Innendienst;Maler & Stuckateur;87561;Oberstdorf;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-09-03;2025-09-03T03:47:21
TN-00814;Herr;Matthias;Schulz;matthias.schulz@riedmillerwaermeda.de;+49 7998 158589;Riedmiller Wärmedämm GmbH & Co. KG;Auszubildende/-r;Garten- und Landschaftsbau;80331;München;DE;2-Tages-Ticket;"15.01.2026;16.01.2026";2;true;2025-11-04;2025-11-04T18:05:47
TN-00815;Herr;Michael;Riedmiller;michael.riedmiller@wagnermassivbaubau.de;+49 7918 125166;Wagner Massivbau Bau GmbH;Meister/-in;Dachdecker;79098;Freiburg im Breisgau;DE;Tagesticket;14.01.2026;1;true;2025-09-28;2025-09-28T20:59:56
TN-00816;Frau;Laura;Klein;laura.klein@kleinhandwerksbetr.de;+49 7460 615711;Klein Handwerksbetrieb;Bauleiter/-in;Baustoffhandel;78462;Konstanz;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2026-01-12;2026-01-12T16:33:46
TN-00817;Frau;Ines;Weber;ines.weber@architekturbuerowe.de;+49 9476 258442;Architekturbüro Weber;Bauleiter/-in;Dachdecker;90402;Nürnberg;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-09-17;2025-09-17T19:13:00
TN-00818;Herr;Felix;Hoffmann;felix.hoffmann@hoffmannhandwerksb.de;+49 8426 208970;Hoffmann Handwerksbetrieb;Projektleiter/-in;Fliesenleger;80331;München;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-12-31;2025-12-31T15:35:04
TN-00819;Frau;Susanne;Sailer;susanne.sailer@weissbodenhandwerk.de;+49 8829 856383;Weiß Boden Handwerk GmbH;Vertriebsmitarbeiter/-in;Baustoffhandel;87459;Pfronten;DE;Tagesticket;15.01.2026;1;true;2025-11-02;2025-11-02T12:30:04
TN-00820;Frau;Jennifer;Hoffmann;jennifer.hoffmann@kochbodenmeisterbe.de;+49 8736 604667;Koch Boden Meisterbetrieb;Mitarbeiter/-in Verkauf Innendienst;Dachdecker;78462;Konstanz;DE;2-Tages-Ticket;"14.01.2026;15.01.2026";2;false;2025-11-08;2025-11-08T19:16:33
TN-00821;Frau;Nicole;Hagspiel;nicole.hagspiel@planungsbuerohagsp.de;+49 9206 659699;Planungsbüro Hagspiel;Vertriebsmitarbeiter/-in;Trockenbau;78462;Konstanz;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-11-21;2025-11-21T15:05:43
TN-00822;Herr;Rainer;Meyer;rainer.meyer@meyerbaustoffhande.de;+49 7898 837246;Meyer Baustoffhandel;Inhaber/-in;Bauträger;88045;Friedrichshafen;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-12-22;2025-12-22T13:05:57
TN-00823;Herr;Michael;Hartmann;michael.hartmann@planungsbuerohartm.de;+49 8478 989980;Planungsbüro Hartmann;Bauleiter/-in;Wohnungswirtschaft;87534;Oberstaufen;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-09-12;2025-09-12T21:39:02
TN-00824;Frau;Martina;Richter;martina.richter@architekturbuerori.de;+49 9883 250026;Architekturbüro Richter;Einkäufer/-in;Garten- und Landschaftsbau;87459;Pfronten;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-09-24;2025-09-24T02:21:30
TN-00825;Frau;Daniela;Fischer;daniela.fischer@fischerhandwerksbe.de;+49 9432 265856;Fischer Handwerksbetrieb;Geschäftsführer/-in;Architektur;83278;Traunstein;DE;2-Tages-Ticket;"15.01.2026;16.01.2026";2;true;2025-09-15;2025-09-15T15:47:40
TN-00826;Herr;Florian;Weber;florian.weber@hoffmannsanierungs.de;+49 9160 832497;Hoffmann Sanierungs Meisterbetrieb;Projektleiter/-in;Fliesenleger;87616;Marktoberdorf;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-12-01;2025-12-01T13:15:44
TN-00827;Frau;Theresa;Sailer;theresa.sailer@architekturbuerosa.de;+49 9631 133679;Architekturbüro Sailer;Polier/-in;Architektur;80331;München;DE;Tagesticket;15.01.2026;1;false;2025-09-22;2025-09-22T22:32:24
TN-00828;Herr;Jonas;Berchtold;jonas.berchtold@schulzewaermedaemm.de;+49 9905 338356;Schulze Wärmedämm Handwerk GmbH;Einkäufer/-in;Architektur;86150;Augsburg;DE;2-Tages-Ticket;"14.01.2026;16.01.2026";2;true;2025-12-21;2025-12-21T10:01:00
TN-00829;Herr;Ralf;Lange;ralf.lange@planungsbuerolange.de;+49 7896 511346;Planungsbüro Lange;Bauleiter/-in;Garten- und Landschaftsbau;88131;Lindau;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-11-18;2025-11-18T02:00:37
TN-00830;Herr;Simon;Mayer;simon.mayer@riedmillernaturste.de;+49 9648 544828;Riedmiller Naturstein AG;Meister/-in;Wohnungswirtschaft;87616;Marktoberdorf;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-09-11;2025-09-11T22:47:18
TN-00831;Herr;Uwe;Keller;uwe.keller@kellerbaustoffe.de;+49 9218 211636;Keller Baustoffe;Inhaber/-in;Bauträger;87561;Oberstdorf;DE;2-Tages-Ticket;"14.01.2026;15.01.2026";2;false;2025-10-17;2025-10-17T20:17:25
TN-00832;Frau;Christine;Schulze;christine.schulze@wolfstuckek.de;+49 9309 928611;Wolf Stuck e.K.;Vertriebsmitarbeiter/-in;Bauhandwerk;87435;Kempten;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-12-21;2025-12-21T00:57:52
TN-00833;Herr;Dominik;Müller;dominik.mueller@muellerbaustoffe.de;+49 8600 860939;Müller Baustoffe;Architekt/-in;Architektur;78462;Konstanz;DE;Tagesticket;16.01.2026;1;false;2025-12-07;2025-12-07T11:10:33
TN-00834;Herr;Wolfgang;Krause;wolfgang.krause@ingenieurbuerokrau.de;+49 7615 124835;Ingenieurbüro Krause;Polier/-in;Dachdecker;87534;Oberstaufen;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-12-07;2025-12-07T20:18:53
TN-00835;Herr;Patrick;Schäfer;patrick.schaefer@meyerwaermedaemmha.de;+49 9791 785999;Meyer Wärmedämm Handwerk GmbH;Bauleiter/-in;Garten- und Landschaftsbau;87435;Kempten;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-10-16;2025-10-16T07:11:41
TN-00836;Frau;Theresa;Sailer;theresa.sailer@hartmannmassivbaub.de;+49 9797 506463;Hartmann Massivbau Bau GmbH;Meister/-in;Bauträger;79098;Freiburg im Breisgau;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-09-09;2025-09-09T02:28:25
TN-00837;Herr;Werner;Vogel;werner.vogel@vogelbaustoffhande.de;+49 8267 673713;Vogel Baustoffhandel;Inhaber/-in;Fliesenleger;87534;Oberstaufen;DE;Tagesticket;15.01.2026;1;true;2025-09-04;2025-09-04T05:38:01
TN-00838;Frau;Anja;Brutscher;anja.brutscher@neumannmalerbaugmb.de;+49 7733 845175;Neumann Maler Bau GmbH;Vertriebsmitarbeiter/-in;Wohnungswirtschaft;90402;Nürnberg;DE;Tagesticket;14.01.2026;1;false;2025-11-08;2025-11-08T22:48:59
TN-00839;Frau;Theresa;Berger;theresa.berger@architekturbuerobe.de;+49 8174 520415;Architekturbüro Berger;Einkäufer/-in;Bauingenieurwesen;83278;Traunstein;DE;Tagesticket;14.01.2026;1;false;2025-12-05;2025-12-05T03:27:06
TN-00840;Herr;Maximilian;Hartmann;maximilian.hartmann@hartmanntrockenbau.de;+49 8076 815711;Hartmann Trockenbau GmbH;Geschäftsführer/-in;Bauingenieurwesen;93047;Regensburg;DE;2-Tages-Ticket;"14.01.2026;16.01.2026";2;false;2025-11-20;2025-11-20T13:37:28
TN-00841;Herr;Florian;Beck;florian.beck@architekturbuerobe.de;+49 7648 697828;Architekturbüro Beck;Einkäufer/-in;Baustoffhandel;87459;Pfronten;DE;2-Tages-Ticket;"14.01.2026;15.01.2026";2;true;2025-09-21;2025-09-21T18:43:27
TN-00842;Frau;Stefanie;Hofmann;stefanie.hofmann@wagnerwaermedaemmg.de;+49 8625 905533;Wagner Wärmedämm GmbH;Einkäufer/-in;Bauträger;87616;Marktoberdorf;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-09-22;2025-09-22T08:56:23
TN-00843;Herr;Bernd;Krüger;bernd.krueger@kruegerbaustoffhan.de;+49 8861 140141;Krüger Baustoffhandel;Auszubildende/-r;Architektur;88131;Lindau;DE;Tagesticket;14.01.2026;1;false;2025-12-02;2025-12-02T19:20:36
TN-00844;Herr;Tobias;Braun;tobias.braun@ingenieurbuerobrau.de;+49 8480 927912;Ingenieurbüro Braun;Einkäufer/-in;Fliesenleger;78462;Konstanz;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-09-13;2025-09-13T10:48:22
TN-00845;Herr;Michael;Möller;michael.moeller@moellerbaustoffe.de;+49 7580 172623;Möller Baustoffe;Projektleiter/-in;Dachdecker;86150;Augsburg;DE;Tagesticket;16.01.2026;1;true;2026-01-02;2026-01-02T18:31:03
TN-00846;Frau;Verena;Walter;verena.walter@kochholzbaumeister.de;+49 8755 458633;Koch Holzbau Meisterbetrieb;Projektleiter/-in;Architektur;87509;Immenstadt;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-09-19;2025-09-19T06:48:26
TN-00847;Frau;Renate;Mayer;renate.mayer@beckfliesenag.de;+49 7040 688155;Beck Fliesen AG;Polier/-in;Bauträger;90402;Nürnberg;DE;2-Tages-Ticket;"15.01.2026;16.01.2026";2;true;2025-12-21;2025-12-21T01:52:09
TN-00848;Herr;Bernd;Winkler;bernd.winkler@winklerhandwerksbe.de;+49 8878 254650;Winkler Handwerksbetrieb;Vertriebsmitarbeiter/-in;Maler & Stuckateur;70173;Stuttgart;DE;Tagesticket;15.01.2026;1;true;2025-09-04;2025-09-04T02:06:54
TN-00849;Frau;Katrin;Walter;katrin.walter@walterbaustoffhand.de;+49 9369 202179;Walter Baustoffhandel;Geschäftsführer/-in;Bauträger;87459;Pfronten;DE;2-Tages-Ticket;"15.01.2026;16.01.2026";2;false;2026-01-02;2026-01-02T12:01:11
TN-00850;Herr;Lukas;Beck;lukas.beck@kellerfliesenag.de;+49 7782 812641;Keller Fliesen AG;Polier/-in;Bauhandwerk;88131;Lindau;DE;Tagesticket;16.01.2026;1;true;2025-11-07;2025-11-07T22:11:46
TN-00851;Frau;Petra;Zimmermann;petra.zimmermann@ingenieurbuerozimm.de;+49 8867 534166;Ingenieurbüro Zimmermann;Einkäufer/-in;Maler & Stuckateur;87534;Oberstaufen;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-12-07;2025-12-07T06:07:02
TN-00852;Frau;Elke;Möller;elke.moeller@huberfliesenag.de;+49 7666 669128;Huber Fliesen AG;Einkäufer/-in;Dachdecker;90402;Nürnberg;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-10-05;2025-10-05T16:23:28
TN-00853;Frau;Laura;Beck;laura.beck@architekturbuerobe.de;+49 7067 746195;Architekturbüro Beck;Einkäufer/-in;Baustoffhandel;87435;Kempten;DE;Tagesticket;14.01.2026;1;false;2025-09-21;2025-09-21T11:47:57
TN-00854;Herr;Maximilian;Köhler;maximilian.koehler@architekturbueroko.de;+49 7867 333705;Architekturbüro Köhler;Vertriebsmitarbeiter/-in;Trockenbau;93047;Regensburg;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-10-27;2025-10-27T15:03:09
TN-00855;Herr;Benedikt;Becker;benedikt.becker@krausewaermedaemmm.de;+49 8534 920192;Krause Wärmedämm Meisterbetrieb;Meister/-in;Trockenbau;84028;Landshut;DE;Tagesticket;14.01.2026;1;true;2025-11-17;2025-11-17T04:36:05
TN-00856;Frau;Lisa;Berchtold;lisa.berchtold@berchtoldbaustoffh.de;+49 8698 134261;Berchtold Baustoffhandel;Geschäftsführer/-in;Bauhandwerk;93047;Regensburg;DE;Tagesticket;14.01.2026;1;true;2025-10-18;2025-10-18T05:43:31
TN-00857;Frau;Elke;Riedmiller;elke.riedmiller@riedmillerbaustoff.de;+49 8761 353578;Riedmiller Baustoffe;Auszubildende/-r;Dachdecker;70173;Stuttgart;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-10-04;2025-10-04T10:10:17
TN-00858;Frau;Claudia;Hagspiel;claudia.hagspiel@hagspielbaustoffha.de;+49 9982 282155;Hagspiel Baustoffhandel;Einkäufer/-in;Maler & Stuckateur;87459;Pfronten;DE;2-Tages-Ticket;"15.01.2026;16.01.2026";2;false;2026-01-02;2026-01-02T21:14:57
TN-00859;Frau;Heike;Wagner;heike.wagner@planungsbuerowagne.de;+49 8605 983981;Planungsbüro Wagner;Niederlassungsleiter/-in;Wohnungswirtschaft;88045;Friedrichshafen;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-09-24;2025-09-24T07:39:24
TN-00860;Herr;Bernd;Richter;bernd.richter@lehmannbaugmbh.de;+49 9531 841947;Lehmann Bau GmbH;Auszubildende/-r;Baustoffhandel;84028;Landshut;DE;Tagesticket;15.01.2026;1;false;2025-12-25;2025-12-25T12:55:24
TN-00861;Herr;Klaus;Huber;klaus.huber@huberbaustoffe.de;+49 7908 411345;Huber Baustoffe;Meister/-in;Trockenbau;87616;Marktoberdorf;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-10-17;2025-10-17T21:11:05
TN-00862;Frau;Katrin;Winkler;katrin.winkler@brutschermalergmbh.de;+49 9373 208442;Brutscher Maler GmbH & Co. KG;Inhaber/-in;Fliesenleger;84028;Landshut;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-09-05;2025-09-05T19:50:38
TN-00863;Herr;Martin;Hoffmann;martin.hoffmann@meyerfliesengmbh.de;+49 7851 509783;Meyer Fliesen GmbH;Inhaber/-in;Fliesenleger;88212;Ravensburg;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-11-10;2025-11-10T12:14:00
TN-00864;Frau;Susanne;Herrmann;susanne.herrmann@architekturbuerohe.de;+49 8284 764327;Architekturbüro Herrmann;Vertriebsmitarbeiter/-in;Architektur;88131;Lindau;DE;2-Tages-Ticket;"14.01.2026;15.01.2026";2;true;2025-11-21;2025-11-21T20:54:32
TN-00865;Herr;Jürgen;Winkler;juergen.winkler@ingenieurbuerowink.de;+49 8420 607417;Ingenieurbüro Winkler;Polier/-in;Bauingenieurwesen;87509;Immenstadt;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-09-24;2025-09-24T02:13:29
TN-00866;Herr;Ralf;Peters;ralf.peters@bauerdachbaugmbh.de;+49 9096 897925;Bauer Dach Bau GmbH;Bauleiter/-in;Bauträger;87561;Oberstdorf;DE;Tagesticket;14.01.2026;1;false;2025-12-14;2025-12-14T09:43:39
TN-00867;Herr;Tobias;Schmidt;tobias.schmidt@meyerfassadenhandw.de;+49 7816 196437;Meyer Fassaden Handwerk GmbH;Architekt/-in;Garten- und Landschaftsbau;87459;Pfronten;DE;2-Tages-Ticket;"14.01.2026;15.01.2026";2;false;2025-10-23;2025-10-23T07:03:44
TN-00868;Frau;Annika;Peters;annika.peters@petersbaustoffhand.de;+49 8024 281361;Peters Baustoffhandel;Meister/-in;Sanierung/Denkmalschutz;88045;Friedrichshafen;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-11-17;2025-11-17T23:51:55
TN-00869;Frau;Bettina;Wagner;bettina.wagner@ingenieurbuerowagn.de;+49 9957 611528;Ingenieurbüro Wagner;Einkäufer/-in;Fliesenleger;80331;München;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-10-03;2025-10-03T11:59:58
TN-00870;Frau;Carina;Günther;carina.guenther@lehmannnatursteing.de;+49 9591 959142;Lehmann Naturstein GmbH & Co. KG;Inhaber/-in;Fliesenleger;83278;Traunstein;DE;2-Tages-Ticket;"14.01.2026;15.01.2026";2;true;2025-11-08;2025-11-08T20:42:19
TN-00871;Herr;Konstantin;Schröder;konstantin.schroeder@schroederbaustoffe.de;+49 9172 469364;Schröder Baustoffe;Einkäufer/-in;Bauhandwerk;94032;Passau;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2026-01-04;2026-01-04T14:22:27
TN-00872;Frau;Franziska;Sailer;franziska.sailer@weberfassadengmbhc.de;+49 8287 228244;Weber Fassaden GmbH & Co. KG;Geschäftsführer/-in;Maler & Stuckateur;93047;Regensburg;DE;2-Tages-Ticket;"14.01.2026;15.01.2026";2;false;2025-11-12;2025-11-12T12:03:45
TN-00873;Frau;Monika;Huber;monika.huber@huberbaustoffe.de;+49 8161 731035;Huber Baustoffe;Meister/-in;Trockenbau;89077;Ulm;DE;Tagesticket;14.01.2026;1;true;2025-12-19;2025-12-19T09:26:05
TN-00874;Frau;Simone;Hörmann;simone.hoermann@hoermannhandwerksb.de;+49 8727 815267;Hörmann Handwerksbetrieb;Einkäufer/-in;Maler & Stuckateur;87435;Kempten;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-12-21;2025-12-21T18:47:36
TN-00875;Herr;Matthias;Fischer;matthias.fischer@fischerbaustoffhan.de;+49 7508 574779;Fischer Baustoffhandel;Bauleiter/-in;Bauingenieurwesen;87509;Immenstadt;DE;2-Tages-Ticket;"15.01.2026;16.01.2026";2;true;2025-10-24;2025-10-24T14:52:07
TN-00876;Frau;Martina;Vogel;martina.vogel@bergerbaumeisterbe.de;+49 8164 237424;Berger Bau Meisterbetrieb;Einkäufer/-in;Bauhandwerk;83278;Traunstein;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-09-02;2025-09-02T05:39:23
TN-00877;Herr;Wolfgang;Berger;wolfgang.berger@wagnerhochundtiefb.de;+49 8416 519791;Wagner Hoch- und Tiefbau Meisterbetrieb;Inhaber/-in;Trockenbau;79098;Freiburg im Breisgau;DE;2-Tages-Ticket;"14.01.2026;15.01.2026";2;false;2025-10-29;2025-10-29T18:45:13
TN-00878;Frau;Melanie;Fischer;melanie.fischer@herrmannwaermedaem.de;+49 9531 207734;Herrmann Wärmedämm Meisterbetrieb;Geschäftsführer/-in;Bauträger;84028;Landshut;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-09-24;2025-09-24T21:49:31
TN-00879;Herr;Klaus;Wagner;klaus.wagner@wagnerhandwerksbet.de;+49 7782 859282;Wagner Handwerksbetrieb;Architekt/-in;Trockenbau;79098;Freiburg im Breisgau;DE;Tagesticket;16.01.2026;1;false;2025-10-15;2025-10-15T06:49:36
TN-00880;Herr;Sebastian;Hörmann;sebastian.hoermann@architekturbueroho.de;+49 8348 821338;Architekturbüro Hörmann;Polier/-in;Dachdecker;87509;Immenstadt;DE;Tagesticket;14.01.2026;1;true;2025-10-30;2025-10-30T10:05:40
TN-00881;Herr;Klaus;Friedrich;klaus.friedrich@braunbodenmeisterb.de;+49 8692 767841;Braun Boden Meisterbetrieb;Vertriebsmitarbeiter/-in;Sanierung/Denkmalschutz;87459;Pfronten;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-12-23;2025-12-23T18:14:40
TN-00882;Herr;Helmut;Mayer;helmut.mayer@mayerbaustoffe.de;+49 8080 903421;Mayer Baustoffe;Projektleiter/-in;Garten- und Landschaftsbau;70173;Stuttgart;DE;Tagesticket;16.01.2026;1;true;2025-12-04;2025-12-04T01:34:28
TN-00883;Herr;Tobias;Beck;tobias.beck@fischerhochundtief.de;+49 8577 297045;Fischer Hoch- und Tiefbau GmbH & Co. KG;Vertriebsmitarbeiter/-in;Baustoffhandel;87561;Oberstdorf;DE;Tagesticket;16.01.2026;1;true;2026-01-09;2026-01-09T12:45:05
TN-00884;Frau;Lisa;Lang;lisa.lang@settelebodenbaugmb.de;+49 8489 504305;Settele Boden Bau GmbH;Vertriebsmitarbeiter/-in;Bauingenieurwesen;87534;Oberstaufen;DE;Tagesticket;16.01.2026;1;false;2025-09-26;2025-09-26T14:07:33
TN-00885;Frau;Christine;Weber;christine.weber@rothfliesenek.de;+49 8888 212379;Roth Fliesen e.K.;Mitarbeiter/-in Verkauf Innendienst;Baustoffhandel;83278;Traunstein;DE;Tagesticket;14.01.2026;1;true;2026-01-05;2026-01-05T05:41:01
TN-00886;Frau;Julia;Neumann;julia.neumann@hofmannwaermedaemm.de;+49 8767 322367;Hofmann Wärmedämm e.K.;Bauleiter/-in;Dachdecker;87534;Oberstaufen;DE;Tagesticket;14.01.2026;1;false;2025-12-17;2025-12-17T04:36:13
TN-00887;Frau;Claudia;Schmitt;claudia.schmitt@fischerdachhandwer.de;+49 7775 522253;Fischer Dach Handwerk GmbH;Bauleiter/-in;Bauingenieurwesen;78462;Konstanz;DE;Tagesticket;16.01.2026;1;true;2025-11-22;2025-11-22T09:24:16
TN-00888;Frau;Elke;Lehmann;elke.lehmann@bergerstuckgmbhcok.de;+49 7146 703172;Berger Stuck GmbH & Co. KG;Projektleiter/-in;Bauträger;87534;Oberstaufen;DE;Tagesticket;14.01.2026;1;true;2025-10-13;2025-10-13T23:18:57
TN-00889;Herr;Alexander;Klein;alexander.klein@kleinhandwerksbetr.de;+49 7900 869575;Klein Handwerksbetrieb;Mitarbeiter/-in Verkauf Innendienst;Wohnungswirtschaft;78462;Konstanz;DE;2-Tages-Ticket;"15.01.2026;16.01.2026";2;false;2025-11-16;2025-11-16T10:25:26
TN-00890;Herr;Tobias;Hofmann;tobias.hofmann@hofmannhandwerksbe.de;+49 7386 294069;Hofmann Handwerksbetrieb;Auszubildende/-r;Garten- und Landschaftsbau;94032;Passau;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-10-27;2025-10-27T06:04:39
TN-00891;Frau;Martina;Schäfer;martina.schaefer@schaefermalergmbhc.de;+49 7052 798384;Schäfer Maler GmbH & Co. KG;Vertriebsmitarbeiter/-in;Dachdecker;70173;Stuttgart;DE;Tagesticket;15.01.2026;1;true;2025-11-28;2025-11-28T17:27:42
TN-00892;Herr;Sebastian;Hörmann;sebastian.hoermann@kellerbauek.de;+49 8013 595523;Keller Bau e.K.;Inhaber/-in;Bauhandwerk;88212;Ravensburg;DE;Tagesticket;14.01.2026;1;false;2025-12-23;2025-12-23T13:43:02
TN-00893;Frau;Heike;Walter;heike.walter@weissbodengmbh.de;+49 8374 574602;Weiß Boden GmbH;Vertriebsmitarbeiter/-in;Garten- und Landschaftsbau;87534;Oberstaufen;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-10-30;2025-10-30T11:32:58
TN-00894;Frau;Ursula;Schröder;ursula.schroeder@riedmillerbauek.de;+49 9719 998583;Riedmiller Bau e.K.;Polier/-in;Fliesenleger;80331;München;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-11-05;2025-11-05T03:20:09
TN-00895;Herr;Werner;Krause;werner.krause@krausehandwerksbet.de;+49 8000 705640;Krause Handwerksbetrieb;Mitarbeiter/-in Verkauf Innendienst;Garten- und Landschaftsbau;87459;Pfronten;DE;2-Tages-Ticket;"14.01.2026;16.01.2026";2;false;2025-11-09;2025-11-09T16:38:47
TN-00896;Frau;Monika;Peters;monika.peters@franknatursteingmb.de;+49 8840 652501;Frank Naturstein GmbH;Bauleiter/-in;Wohnungswirtschaft;86150;Augsburg;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2026-01-01;2026-01-01T01:31:37
TN-00897;Frau;Barbara;Werner;barbara.werner@wernerbaustoffe.de;+49 9130 835928;Werner Baustoffe;Architekt/-in;Bauingenieurwesen;80331;München;DE;Tagesticket;14.01.2026;1;true;2025-10-08;2025-10-08T08:07:58
TN-00898;Frau;Kerstin;Sailer;kerstin.sailer@sailerbaustoffe.de;+49 9807 254278;Sailer Baustoffe;Vertriebsmitarbeiter/-in;Sanierung/Denkmalschutz;87534;Oberstaufen;DE;2-Tages-Ticket;"14.01.2026;16.01.2026";2;true;2025-09-02;2025-09-02T22:50:36
TN-00899;Frau;Melanie;Schulze;melanie.schulze@schulzebaustoffe.de;+49 8207 116349;Schulze Baustoffe;Vertriebsmitarbeiter/-in;Bauhandwerk;88212;Ravensburg;DE;Tagesticket;14.01.2026;1;true;2025-10-27;2025-10-27T07:23:19
TN-00900;Herr;Stefan;Herrmann;stefan.herrmann@hofmannsanierungsh.de;+49 8434 397025;Hofmann Sanierungs Handwerk GmbH;Auszubildende/-r;Sanierung/Denkmalschutz;87561;Oberstdorf;DE;2-Tages-Ticket;"14.01.2026;15.01.2026";2;false;2025-09-11;2025-09-11T00:33:37
TN-00901;Herr;Markus;Lang;markus.lang@lehmannputzbaugmbh.de;+49 8938 471858;Lehmann Putz Bau GmbH;Meister/-in;Sanierung/Denkmalschutz;87435;Kempten;DE;Tagesticket;16.01.2026;1;false;2025-10-27;2025-10-27T19:14:08
